job_title,posting_date,company_name,location,seniority_level,employment_type,job_function,industries,experience,skills
Data Engineer,2023-01-14,Start.io,"Netanya, Center District, Israel",Mid-Senior level,Full-time,"Advertising, Management, and Engineering",Advertising Services and Online Audio and Video Media,2+,"Scala, Kubernetes, GCP, BigData, Azure, Python, Spark, Java, Kafka, AWS"
Data Analyst,2023-01-10,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Other,"Technology, Information and Internet",Unknown,"analysis, dashboards, programming, SQL, tableau, Python, Tableau, ai, sql, r, English, statistics, server, java, python, R, pandas, ML, PowerBI, visualization, excel, AI, mining"
Data Engineer,2023-01-11,Toga Networks-a Huawei Company,"Hod HaSharon, Center District, Israel",Mid-Senior level,Full-time,Engineering,Software Development,4+,"Linux, Snowflake, analysis, BigData, database, programming, Databricks, Oracle, DWH, C, cloud, SQL, MySQL, Kafka, AWS, Apache"
Data Analyst,2023-01-08,Teva Pharmaceuticals,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Strategy/Planning, Finance, and Analyst",Biotechnology Research and Pharmaceutical Manufacturing,5+,"English, Economics, analysis, pipeline, Excel"
ML/AI Engineer,2023-01-10,Intuit,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Unknown,"Github, BigData, Numpy, NLTK, Keras, SQL, Java, Scala, Docker, Hive, pipelines, Python, AWS, Pandas, algorithms, Cloud, Spark, Git, Kubernetes, ML"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Other,"Technology, Information and Internet",Unknown,"analysis, dashboards, programming, SQL, tableau, Python, Tableau, ai, sql, r, English, statistics, server, java, python, R, pandas, ML, PowerBI, visualization, excel, AI, mining"
Data Engineer,2023-01-08,Veeva Systems,"Kiryat Ono, Tel Aviv District, Israel",Not Applicable,Full-time,Engineering,"IT Services and IT Consulting, Software Development, and Pharmaceutical Manufacturing",5+,"Linux, English, server, Database, BigData, Spring, Cloud, Spark, Git, SQL, Java, AWS"
Data Scientist,2023-01-09,Cross River,"Jerusalem District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services,5+,"statistics, Mathematics, Economics, analyze, ML, analysis, PowerBI, Statistics, programming, Visualization"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",4+,"analysis, programming, SQL, Mathematics, tableau, Tableau, ai, sql, r, English, Economics, server, statistics, java, python, Statistics, pandas, ML, PowerBI, visualization, AI, mining"
Data Scientist,2023-01-11,Intuit,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,7+,"Pandas, algorithms, GCP, Mining, ML, Math, Statistics, R, Numpy, Azure, Python, Keras, cloud, SQL, mining, AWS"
Data Engineer,2023-01-08,Drushim IL  ( IL דרושים),"Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering,Human Resources Services,Unknown,"Scala, Scrum, ELK, BigData, Airflow, NoSQL, Hive, Spark, Python, Hadoop, SQL, Java, Kafka, HDFS"
Data Engineer,2023-01-10,Sapiens,"Holon, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Manufacturing,Insurance,8+,"English, DBA, database, DB, DBs, Server, SQL"
Data Scientist,2023-01-09,DoubleVerify,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Advertising Services,5+,"algorithms, ML, Sklearn, Computer-Vision, DL, NLP"
ML/AI Engineer,2023-01-13,SQLink Group,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, Computer and Network Security, and Strategic Management Services",5+,"Scala, ML, algorithms, Python, C, AB, Java"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Marketing and Sales,"Technology, Information and Internet",2+,"analysis, VBA, programming, AB, SQL, tableau, Python, Tableau, ai, sql, r, statistics, server, java, python, R, marketing, pandas, ML, PowerBI, visualization, AI, mining"
Data Engineer,2023-01-09,CloudZone,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,2+,"Cassandra, Azure, SQL, Java, Apache, Kubeflow, Scala, GCP, Airflow, database, pipelines, DWH, Python, BigQuery, cloud, Redis, ETL, AWS, reports, Snowflake, Apache-Beam, NoSQL, Cloud, MongoDB, Spark, coding, Synapse, Elasticsearch, Kubernetes, C, Redshift"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",Unknown,"analysis, VBA, dashboards, programming, SQL, analyze, tableau, Marketing, mathematics, Python, ai, sql, r, English, statistics, server, java, python, R, marketing, Excel, pandas, ML, Analyze, PowerBI, visualization, AI, mining"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,"Research, Analyst, and Information Technology","Technology, Information and Internet",2+,"analysis, VBA, programming, SQL, tableau, Python, ai, sql, r, statistics, server, java, python, R, marketing, Excel, pandas, ML, PowerBI, visualization, AI, mining"
Data Engineer,2023-01-12,Digital Turbine,"Petah Tikva, Center District, Israel",Mid-Senior level,Full-time,Engineering and Information Technology,Advertising Services,6+,"Scala, BigData, NoSQL, Spark, Python, Hadoop, Java, Kafka, Apache"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",6+,"analysis, programming, SQL, Scala, analyze, tableau, Python, Tableau, ai, sql, r, English, statistics, Pandas, server, java, python, R, Coding, pandas, ML, PowerBI, visualization, AI, mining"
Data Engineer,2023-01-10,JPMorgan Chase & Co.,"Herzliya, Tel Aviv District, Israel",Not Applicable,Full-time,Engineering and Information Technology,Financial Services,4+,"BigData, python, DB, NoSQL, programming, Spark, AWS, Hadoop, cloud, sql"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",Unknown,"analysis, programming, Oracle, SQL, database, tableau, Server, ai, MySQL, sql, r, English, statistics, server, java, python, JIRA, pandas, ML, PowerBI, visualization, AI, mining"
Data Engineer,2023-01-11,Riverbed Technology,"Hod HaSharon, Center District, Israel",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Software Development,2+,"Vertica, DBA, BigData, database, Cloud, Azure, Python, Tableau, AWS"
Data Analyst,2023-01-10,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",Unknown,"analysis, VBA, dashboards, programming, SQL, analyze, tableau, Marketing, mathematics, Python, ai, sql, r, English, statistics, server, java, python, R, marketing, Excel, pandas, ML, Analyze, PowerBI, visualization, AI, mining"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",2+,"analysis, VBA, programming, AB, SQL, tableau, Python, Tableau, ai, sql, r, statistics, server, java, python, R, marketing, pandas, ML, PowerBI, visualization, AI, mining"
ML/AI Engineer,2023-01-08,BeamUP,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,5+,"Linux, ML, analysis, SAAS, SciKit-Learn, DL, APIs, Python, cloud, JS, Git, ai, NLP, AWS"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",6+,"analysis, programming, AB, SQL, tableau, economics, mathematics, Python, Tableau, ai, sql, r, statistics, Pandas, server, java, python, R, Spark, Excel, pandas, ML, PowerBI, visualization, C, AI, mining"
BI Developer,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",3+,"analysis, programming, SQL, tableau, Tableau, ai, ETL, sql, r, English, statistics, server, scrum, java, python, javascript, coding, pandas, ML, DBA, PowerBI, visualization, AI, mining"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",Unknown,"analysis, VBA, dashboards, programming, SQL, analyze, tableau, Marketing, mathematics, Python, Tableau, ai, sql, r, statistics, English, server, java, python, R, marketing, Excel, pandas, ML, Analyze, PowerBI, visualization, AI, mining"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Information Technology,"Technology, Information and Internet",8+,"analysis, programming, SQL, Scala, analyze, tableau, Python, Tableau, ai, sql, r, English, statistics, Pandas, server, java, python, R, Coding, pandas, ML, PowerBI, visualization, AI, mining"
Data Analyst,2023-01-10,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",6+,"analysis, programming, AB, SQL, tableau, economics, mathematics, Python, Tableau, ai, sql, r, statistics, Pandas, server, java, python, R, Spark, Excel, pandas, ML, PowerBI, visualization, C, AI, mining"
Data Analyst,2023-01-09,Agoda,"Tel Aviv-Yafo, Tel Aviv District, Israel",Associate,Full-time,Business Development and Sales,"Technology, Information and Internet",3+,"analysis, VBA, programming, SQL, tableau, Python, ai, sql, r, statistics, server, java, python, R, marketing, Excel, pandas, ML, PowerBI, visualization, AI, mining"
Data Analyst,2023-01-12,PassportCard Labs,"Netanya, Center District, Israel",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,Unknown,Excel
Data Analyst,2023-01-13,FireArc Technologies .LTD,"Herzliya, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,Online Media,2+,"Tableau, BigQuery, Looker, Statistics, Python, SQL, ETL, Industrial, cloud, GCP, AWS, Economics, PowerBI, C, Azure"
Data Analyst,2023-01-16,Identiq,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",2+,"English, Python, SQL, R"
Data Analyst,2023-01-15,Beach Bum,"Raanana, Center District, Israel",Entry level,Full-time,Analyst,Computer Games,2+,"Tableau, Excel, SQL, Industrial, English"
Data Analyst,2023-01-16,McKinsey & Company,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Consulting,Business Consulting and Services,Unknown,"analysis, English, analyze"
Data Analyst,2023-01-17,CloudZone,"Tel Aviv District, Israel",Entry level,Full-time,Information Technology,IT Services and IT Consulting,Unknown,"visualization, analyze, Python, SQL, AWS, Redshift, cloud, GCP, Industrial, pipelines, Azure, Cloud, GoogleCloud"
Data Analyst,2023-01-17,Tymely,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,"Research, Analyst, and Information Technology",Consumer Services,Unknown,"English, programming, SQL"
Data Analyst,2023-01-17,ironSource,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,"Product Management, Strategy/Planning, and Management",Software Development,Unknown,"analysis, analyze, BigData, Industrial, statistics"
Data Engineer,2023-01-12,HR Signal,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,"Technology, Information and Internet",3+,"BigQuery, js, Python, ETL, Postgres, mining, pipelines"
BI Developer,2023-01-12,PassportCard Labs,"Netanya, Center District, Israel",Not Applicable,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,3+,"analysis, Tableau, visualization, Excel, Python, SQL, R, Hebrew, English"
Data Analyst,2023-01-11,SolarEdge Technologies,"Center District, Israel",Mid-Senior level,Full-time,Information Technology,Renewable Energy Semiconductor Manufacturing,Unknown,"Coding, Python, SQL, English, C, DB"
Data Analyst,2023-01-11,nSure.ai,"Tel Aviv-Yafo, Tel Aviv District, Israel",Not Applicable,Full-time,Information Technology,Computer and Network Security,2+,"ai, Statistics, Python, SQL, Industrial, Economics"
Data Analyst,2023-01-16,Evergreen Finance London Ltd.,Jerusalem,Full-time,Unknown,Unknown,Unknown,1+,"Excel, Statistics, Python, SQL, R, English, Economics, PowerBI, reports"
Data Analyst,2023-01-16,Moon Active,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer Games,3+,"analysis, Statistics, mathematics, Python, SQL, R, Industrial, Economics"
Data Analyst,2023-01-11,Flare,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet, Marketing Services, and Business Consulting and Services",4+,"Tableau, AB, visualization, SQL, PowerBI, C, SAAS"
BI Developer,2023-01-16,Syte,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Software Development,2+,"Tableau, BigData, Excel, Snowflake, Python, English, PowerBI"
Data Analyst,2023-01-15,Stratasys,"Rehovot, Center District, Israel",Mid-Senior level,Full-time,Information Technology,Industrial Machinery Manufacturing,5+,"Excel, Oracle, SQL, English, PowerBI, marketing"
Data Engineer,2023-01-11,The Tech Galore,"Ashdod, South District, Israel",Entry level,Full-time,Information Technology,Software Development,Unknown,"database, programming, BigData, Snowflake, AI, Python, Java, SQL, mining, PowerBI"
Data Analyst,2023-01-11,FinTop Consulting,"Tel Aviv District, Israel",Mid-Senior level,Full-time,Marketing,Capital Markets and Financial Services,2+,"visualization, Looker, SQL, English, marketing"
Data Analyst,2023-01-15,Finonex,"Herzliya, Tel Aviv District, Israel",Mid-Senior level,Full-time,Analyst,Financial Services,3+,"English, visualization, SQL"
Data Analyst,2023-01-17,Wiz,"Tel Aviv-Yafo, Tel Aviv District, Israel",Mid-Senior level,Full-time,Information Technology,Computer and Network Security,Unknown,"analysis, Python, SQL, R, cloud, Matlab, Cloud, reports"
Data Analyst,2023-01-17,Hotelmize,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Management and Manufacturing,Software Development,Unknown,"English, SQL"
Data Analyst,2023-01-12,ironSource,"Tel Aviv District, Israel",Mid-Senior level,Full-time,"Accounting/Auditing, Finance, and Strategy/Planning","Technology, Information and Internet",3+,"Excel, Python, SQL, Hebrew, English, PowerBI"
Data Analyst,2023-01-13,Papaya Global,"Herzliya, Tel Aviv District, Israel",Mid-Senior level,Full-time,Accounting/Auditing and Finance,Financial Services,3+,"Tableau, visualization, Marketing, SQL, Dashboards, English, dashboards, marketing"
Data Analyst,2023-01-16,eToro,"Bnei Brak, Tel Aviv District, Israel",Not Applicable,Full-time,"Research, Analyst, and Information Technology",Financial Services,2+,"Excel, SQL, economics, excel, English, VBA"
Data Analyst,2023-01-15,InspHire,"Herzliya, Tel Aviv District, Israel",Mid-Senior level,Contract,Analyst,Computer Games,3+,"AB, Tableau, Statistics, Excel, SQL, R, Vertica, Math"
Data Analyst,2023-01-17,Sunday Security,"Tel Aviv District, Israel",Full-time,Unknown,Unknown,Unknown,Unknown,English
Data Scientist,2023-01-11,Flare,"Tel Aviv-Yafo, Tel Aviv District, Israel",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet, Marketing Services, and Business Consulting and Services",4+,"Tableau, Statistics, Python, SQL, PowerBI, Visualization, Math, marketing"
Data Engineer,2023-01-12,Medtronic,"Caesarea, Haifa District, Israel",Associate,Full-time,Other,"Medical Equipment Manufacturing, Hospitals and Health Care, and Pharmaceutical Manufacturing",Unknown,Unknown
